period,place,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
1/6/2021,Chile,2460,623101,21,16788
1/7/2021,Chile,2382,625483,28,16816
1/8/2021,Chile,3693,629176,97,16913
1/9/2021,Chile,4205,633381,61,16974
1/10/2021,Chile,4361,637742,63,17037
1/11/2021,Chile,4181,641923,59,17096
1/12/2021,Chile,3969,645892,66,17162
1/13/2021,Chile,3243,649135,20,17182
1/14/2021,Chile,3390,652525,22,17204
1/15/2021,Chile,4187,656712,90,17294
1/16/2021,Chile,4468,661180,75,17369
1/17/2021,Chile,4313,665493,66,17435
1/18/2021,Chile,4339,669832,42,17477
1/19/2021,Chile,3918,673750,70,17547
1/20/2021,Chile,3401,677151,26,17573
1/21/2021,Chile,3589,680740,21,17594
1/22/2021,Chile,4367,685107,108,17702
1/23/2021,Chile,4959,690066,84,17786
1/24/2021,Chile,4581,694647,68,17854
1/25/2021,Chile,4463,699110,79,17933
1/26/2021,Chile,4068,703178,66,17999
1/27/2021,Chile,3322,706500,24,18023
1/28/2021,Chile,3388,709888,17,18040
1/29/2021,Chile,4255,714143,134,18174
1/30/2021,Chile,4606,718749,83,18257
1/31/2021,Chile,4151,722900,82,18339
2/1/2021,Chile,4209,727109,113,18452
2/2/2021,Chile,3779,730888,85,18537
2/3/2021,Chile,3147,734035,22,18559
2/4/2021,Chile,2610,736645,17,18576
2/5/2021,Chile,3592,740237,155,18731
2/6/2021,Chile,3782,744019,77,18808
2/7/2021,Chile,4063,748082,87,18895
2/8/2021,Chile,3804,751886,79,18974
2/9/2021,Chile,3464,755350,82,19056
2/10/2021,Chile,2839,758189,28,19084
2/11/2021,Chile,2387,760576,21,19105
2/12/2021,Chile,3731,764307,157,19262
2/13/2021,Chile,4164,768471,83,19345
2/14/2021,Chile,3924,772395,98,19443
2/15/2021,Chile,3814,776209,98,19541
2/16/2021,Chile,3332,779541,83,19624
2/17/2021,Chile,2498,782039,20,19644
2/18/2021,Chile,2275,784314,15,19659
2/19/2021,Chile,3828,788142,139,19798
2/20/2021,Chile,3797,791939,99,19897
2/21/2021,Chile,3906,795845,77,19974
2/22/2021,Chile,3615,799460,68,20042
2/23/2021,Chile,3549,803009,84,20126
2/24/2021,Chile,2308,805317,25,20151
2/25/2021,Chile,2555,807872,22,20173
2/26/2021,Chile,4472,812344,137,20310
2/27/2021,Chile,4585,816929,90,20400
2/28/2021,Chile,4489,821418,76,20476
3/1/2021,Chile,4207,825625,96,20572
3/2/2021,Chile,4145,829770,88,20660
3/3/2021,Chile,2742,832512,24,20684
3/4/2021,Chile,3040,835552,20,20704
3/5/2021,Chile,4567,840119,134,20838
3/6/2021,Chile,5331,845450,90,20928
3/7/2021,Chile,5033,850483,80,21008
3/8/2021,Chile,5302,855785,69,21077
3/9/2021,Chile,4748,860533,86,21163
3/10/2021,Chile,3531,864064,19,21182
3/11/2021,Chile,3885,867949,24,21206
3/12/2021,Chile,5563,873512,156,21362
3/13/2021,Chile,5973,879485,89,21451
3/14/2021,Chile,5894,885379,123,21574
3/15/2021,Chile,5731,891110,100,21674
3/16/2021,Chile,5121,896231,98,21772
3/17/2021,Chile,4551,900782,17,21789
3/18/2021,Chile,4430,905212,27,21816
3/19/2021,Chile,6257,911469,172,21988
3/20/2021,Chile,6584,918053,99,22087
3/21/2021,Chile,7036,925089,93,22180
3/22/2021,Chile,6850,931939,99,22279
3/23/2021,Chile,6155,938094,80,22359
3/24/2021,Chile,4864,942958,25,22384
3/25/2021,Chile,4825,947783,18,22402
3/26/2021,Chile,6979,954762,122,22524
3/27/2021,Chile,7565,962327,63,22587
3/28/2021,Chile,7586,969913,66,22653
3/29/2021,Chile,7330,977243,101,22754
3/30/2021,Chile,7241,984484,316,23070
3/31/2021,Chile,5008,989492,37,23107
4/1/2021,Chile,6046,995538,28,23135
4/2/2021,Chile,7868,1003406,193,23328
4/3/2021,Chile,8079,1011485,93,23421
4/4/2021,Chile,7993,1019478,0,23421
4/5/2021,Chile,7307,1026785,223,23644
4/6/2021,Chile,5827,1032612,33,23677
4/7/2021,Chile,5168,1037780,57,23734
4/8/2021,Chile,5242,1043022,62,23796
4/9/2021,Chile,8248,1051270,183,23979
4/10/2021,Chile,9151,1060421,129,24108
4/11/2021,Chile,8101,1068522,105,24213
4/12/2021,Chile,7977,1076499,133,24346
4/13/2021,Chile,6421,1082920,137,24483
4/14/2021,Chile,5790,1088710,35,24518
4/15/2021,Chile,5557,1094267,30,24548
4/16/2021,Chile,7431,1101698,218,24766
4/17/2021,Chile,7613,1109311,157,24923
4/18/2021,Chile,8037,1117348,132,25055
4/19/2021,Chile,7370,1124718,122,25177
4/20/2021,Chile,6622,1131340,100,25277
4/21/2021,Chile,5095,1136435,40,25317
4/22/2021,Chile,4968,1141403,36,25353
4/23/2021,Chile,6917,1148320,179,25532
4/24/2021,Chile,7582,1155902,109,25641
4/25/2021,Chile,6909,1162811,101,25742
4/26/2021,Chile,6725,1169536,114,25856
4/27/2021,Chile,6078,1175614,119,25975
4/28/2021,Chile,4158,1179772,45,26020
4/29/2021,Chile,4499,1184271,53,26073
12/24/2020,Czechia,14149,660461,112,10776
12/25/2020,Czechia,4402,664863,83,10859
12/26/2020,Czechia,2706,667569,91,10950
12/27/2020,Czechia,3030,670599,94,11044
12/28/2020,Czechia,3741,674340,108,11152
12/29/2020,Czechia,10862,685202,150,11302
12/30/2020,Czechia,16420,701622,127,11429
12/31/2020,Czechia,17039,718661,151,11580
1/1/2021,Czechia,13361,732022,131,11711
1/2/2021,Czechia,3447,735469,116,11827
1/3/2021,Czechia,5012,740481,133,11960
1/4/2021,Czechia,6233,746714,110,12070
1/5/2021,Czechia,12921,759635,187,12257
1/6/2021,Czechia,17332,776967,179,12436
1/7/2021,Czechia,17773,794740,185,12621
1/8/2021,Czechia,14861,809601,179,12800
1/9/2021,Czechia,13115,822716,178,12978
1/10/2021,Czechia,8449,831165,137,13115
1/11/2021,Czechia,4289,835454,157,13272
1/12/2021,Czechia,9345,844799,213,13485
1/13/2021,Czechia,10801,855600,171,13656
1/14/2021,Czechia,10922,866522,200,13856
1/15/2021,Czechia,8083,874605,173,14029
1/16/2021,Czechia,9301,883906,186,14215
1/17/2021,Czechia,5253,889159,123,14338
1/18/2021,Czechia,2693,891852,111,14449
1/19/2021,Czechia,7651,899503,197,14646
1/20/2021,Czechia,9628,909131,174,14820
1/21/2021,Czechia,8228,917359,153,14973
1/22/2021,Czechia,7488,924847,157,15130
1/23/2021,Czechia,8514,933361,140,15270
1/24/2021,Czechia,4256,937617,99,15369
1/25/2021,Czechia,2387,940004,84,15453
1/26/2021,Czechia,6942,946946,165,15618
1/27/2021,Czechia,9209,956155,173,15791
1/28/2021,Czechia,8505,964660,153,15944
1/29/2021,Czechia,7982,972642,128,16072
1/30/2021,Czechia,8072,980714,139,16211
1/31/2021,Czechia,4060,984774,97,16308
2/1/2021,Czechia,2555,987329,84,16392
2/2/2021,Czechia,7185,994514,153,16545
2/3/2021,Czechia,9143,1003657,138,16683
2/4/2021,Czechia,9695,1013352,143,16826
2/5/2021,Czechia,8125,1021477,150,16976
2/6/2021,Czechia,8635,1030112,153,17129
2/7/2021,Czechia,4863,1034975,106,17235
2/8/2021,Czechia,2430,1037405,98,17333
2/9/2021,Czechia,7727,1045132,164,17497
2/10/2021,Czechia,10283,1055415,145,17642
2/11/2021,Czechia,9537,1064952,130,17772
2/12/2021,Czechia,9014,1073966,130,17902
2/13/2021,Czechia,8883,1082849,156,18058
2/14/2021,Czechia,5160,1088009,85,18143
2/15/2021,Czechia,2851,1090860,107,18250
2/16/2021,Czechia,8794,1099654,180,18430
2/17/2021,Czechia,12668,1112322,166,18596
2/18/2021,Czechia,10930,1123252,143,18739
2/19/2021,Czechia,11705,1134957,174,18913
2/20/2021,Czechia,11364,1146321,184,19097
2/21/2021,Czechia,6838,1153159,117,19214
2/22/2021,Czechia,4021,1157180,116,19330
2/23/2021,Czechia,11311,1168491,207,19537
2/24/2021,Czechia,15861,1184352,145,19682
2/25/2021,Czechia,13816,1198168,153,19835
2/26/2021,Czechia,14612,1212780,164,19999
2/27/2021,Czechia,14815,1227595,195,20194
2/28/2021,Czechia,7885,1235480,145,20339
3/1/2021,Czechia,4571,1240051,130,20469
3/2/2021,Czechia,12191,1252242,232,20701
3/3/2021,Czechia,16816,1269058,240,20941
3/4/2021,Czechia,15230,1284288,187,21128
3/5/2021,Czechia,14714,1299002,197,21325
3/6/2021,Czechia,13162,1312164,233,21558
3/7/2021,Czechia,9167,1321331,159,21717
3/8/2021,Czechia,3960,1325291,165,21882
3/9/2021,Czechia,10524,1335815,265,22147
3/10/2021,Czechia,15380,1351195,238,22385
3/11/2021,Czechia,14529,1365724,239,22624
3/12/2021,Czechia,11274,1376998,241,22865
3/13/2021,Czechia,15110,1392108,218,23083
3/14/2021,Czechia,6970,1399078,143,23226
3/15/2021,Czechia,3342,1402420,153,23379
3/16/2021,Czechia,10542,1412962,278,23657
3/17/2021,Czechia,14029,1426991,245,23902
3/18/2021,Czechia,12028,1439019,215,24117
3/19/2021,Czechia,10677,1449696,214,24331
3/20/2021,Czechia,9710,1459406,199,24530
3/21/2021,Czechia,10141,1469547,137,24667
3/22/2021,Czechia,2373,1471920,143,24810
3/23/2021,Czechia,3618,1475538,245,25055
3/24/2021,Czechia,10972,1486510,203,25258
3/25/2021,Czechia,8851,1495361,192,25450
3/26/2021,Czechia,7946,1503307,189,25639
3/27/2021,Czechia,7714,1511021,139,25778
3/28/2021,Czechia,4008,1515029,96,25874
3/29/2021,Czechia,1743,1516772,162,26036
3/30/2021,Czechia,6896,1523668,186,26222
3/31/2021,Czechia,8664,1532332,199,26421
4/1/2021,Czechia,7285,1539617,165,26586
4/2/2021,Czechia,6248,1545865,179,26765
4/3/2021,Czechia,3869,1549734,102,26867
4/4/2021,Czechia,2162,1551896,78,26945
4/5/2021,Czechia,1924,1553820,112,27057
4/6/2021,Czechia,1425,1555245,112,27169
4/7/2021,Czechia,5532,1560777,160,27329
4/8/2021,Czechia,7071,1567848,137,27466
4/9/2021,Czechia,5305,1573153,151,27617
4/10/2021,Czechia,4819,1577972,117,27734
4/11/2021,Czechia,2217,1580189,74,27808
4/12/2021,Czechia,995,1581184,110,27918
4/13/2021,Czechia,3853,1585037,120,28038
4/14/2021,Czechia,5087,1590124,86,28124
4/15/2021,Czechia,3723,1593847,105,28229
4/16/2021,Czechia,3256,1597103,88,28317
4/17/2021,Czechia,3238,1600341,79,28396
4/18/2021,Czechia,6,1600347,30,28426
4/19/2021,Czechia,2364,1602711,106,28532
4/20/2021,Czechia,3319,1606030,108,28640
4/21/2021,Czechia,3831,1609861,71,28711
4/22/2021,Czechia,2971,1612832,76,28787
4/23/2021,Czechia,2629,1615461,76,28863
4/24/2021,Czechia,2607,1618068,57,28920
4/25/2021,Czechia,8,1618076,26,28946
4/26/2021,Czechia,2130,1620206,56,29002
4/27/2021,Czechia,2571,1622777,73,29075
4/28/2021,Czechia,3256,1626033,66,29141
12/24/2020,France,14836,2463379,276,61602
12/25/2020,France,21496,2484875,290,61892
12/26/2020,France,20198,2505073,159,62051
12/27/2020,France,2459,2507532,146,62197
12/28/2020,France,8816,2516348,173,62370
12/29/2020,France,2757,2519105,362,62732
12/30/2020,France,11295,2530400,969,63701
12/31/2020,France,26308,2556708,303,64004
1/1/2021,France,19712,2576420,250,64254
1/2/2021,France,19241,2595661,133,64387
1/3/2021,France,3466,2599127,156,64543
1/4/2021,France,12489,2611616,116,64659
1/5/2021,France,3569,2615185,376,65035
1/6/2021,France,20366,2635551,867,65902
1/7/2021,France,25189,2660740,282,66184
1/8/2021,France,21510,2682250,276,66460
1/9/2021,France,19408,2701658,589,67049
1/10/2021,France,20034,2721692,168,67217
1/11/2021,France,15809,2737501,151,67368
1/12/2021,France,3155,2740656,689,68057
1/13/2021,France,19603,2760259,362,68419
1/14/2021,France,23649,2783908,229,68648
1/15/2021,France,20744,2804652,280,68928
1/16/2021,France,21112,2825764,633,69561
1/17/2021,France,21207,2846971,192,69753
1/18/2021,France,16642,2863613,141,69894
1/19/2021,France,3052,2866665,401,70295
1/20/2021,France,23347,2890012,656,70951
1/21/2021,France,26565,2916577,310,71261
1/22/2021,France,22551,2939128,346,71607
1/23/2021,France,22609,2961737,648,72255
1/24/2021,France,23522,2985259,229,72484
1/25/2021,France,18435,3003694,172,72656
1/26/2021,France,4012,3007706,445,73101
1/27/2021,France,22009,3029715,612,73713
1/28/2021,France,26483,3056198,349,74062
1/29/2021,France,23347,3079545,343,74405
1/30/2021,France,22670,3102215,819,75224
1/31/2021,France,24136,3126351,242,75466
2/1/2021,France,19235,3145586,195,75661
2/2/2021,France,3669,3149255,453,76114
2/3/2021,France,22871,3172126,726,76840
2/4/2021,France,25904,3198030,353,77193
2/5/2021,France,23148,3221178,355,77548
2/6/2021,France,20741,3241919,650,78198
2/7/2021,France,20586,3262505,191,78389
2/8/2021,France,19715,3282220,171,78560
2/9/2021,France,3566,3285786,456,79016
2/10/2021,France,18570,3304356,721,79737
2/11/2021,France,24631,3328987,295,80032
2/12/2021,France,20406,3349393,357,80389
2/13/2021,France,20279,3369672,644,81033
2/14/2021,France,20044,3389716,192,81225
2/15/2021,France,16546,3406262,167,81392
2/16/2021,France,4241,3410503,409,81801
2/17/2021,France,19223,3429726,582,82383
2/18/2021,France,23919,3453645,309,82692
2/19/2021,France,22490,3476135,267,82959
2/20/2021,France,23170,3499305,565,83524
2/21/2021,France,21944,3521249,183,83707
2/22/2021,France,22046,3543295,159,83866
2/23/2021,France,3760,3547055,327,84193
2/24/2021,France,19775,3566830,428,84621
2/25/2021,France,30665,3597495,273,84894
2/26/2021,France,25180,3622675,257,85151
2/27/2021,France,24537,3647212,536,85687
2/28/2021,France,23996,3671208,185,85872
3/1/2021,France,19213,3690421,114,85986
3/2/2021,France,4703,3695124,375,86361
3/3/2021,France,22148,3717272,410,86771
3/4/2021,France,26788,3744060,322,87093
3/5/2021,France,24739,3768799,278,87371
3/6/2021,France,22725,3791524,405,87776
3/7/2021,France,23306,3814830,196,87972
3/8/2021,France,21650,3836480,127,88099
3/9/2021,France,5229,3841709,358,88457
3/10/2021,France,22626,3864335,356,88813
3/11/2021,France,30112,3894447,264,89077
3/12/2021,France,27166,3921613,265,89342
3/13/2021,France,25120,3946733,290,89632
3/14/2021,France,29256,3975989,168,89800
3/15/2021,France,26140,4002129,132,89932
3/16/2021,France,6471,4008600,333,90265
3/17/2021,France,29145,4037745,392,90657
3/18/2021,France,38424,4076169,236,90893
3/19/2021,France,34936,4111105,269,91162
3/20/2021,France,35066,4146171,267,91429
3/21/2021,France,34658,4180829,184,91613
3/22/2021,France,30581,4211410,138,91751
3/23/2021,France,37572,4248982,343,92094
3/24/2021,France,23734,4272716,269,92363
3/25/2021,France,33389,4306105,245,92608
3/26/2021,France,45401,4351506,223,92831
3/27/2021,France,41869,4393375,897,93728
3/28/2021,France,41812,4435187,156,93884
3/29/2021,France,37014,4472201,158,94042
3/30/2021,France,9094,4481295,360,94402
3/31/2021,France,29575,4510870,361,94763
4/1/2021,France,58828,4569698,299,95062
4/2/2021,France,50659,4620357,304,95366
4/3/2021,France,45520,4665877,318,95684
4/4/2021,France,13917,4679794,185,95869
4/5/2021,France,66794,4746588,157,96026
4/6/2021,France,12335,4758923,228,96254
4/7/2021,France,48646,4807569,412,96666
4/8/2021,France,30785,4838354,433,97099
4/9/2021,France,23638,4861992,331,97430
4/10/2021,France,39963,4901955,319,97749
4/11/2021,France,43283,4945238,207,97956
4/12/2021,France,34895,4980133,176,98132
4/13/2021,France,7556,4987689,373,98505
4/14/2021,France,38956,5026645,345,98850
4/15/2021,France,43354,5069999,295,99145
4/16/2021,France,37936,5107935,297,99442
4/17/2021,France,36360,5144295,302,99744
4/18/2021,France,34218,5178513,177,99921
4/19/2021,France,29344,5207857,169,100090
4/20/2021,France,6636,5214493,446,100536
4/21/2021,France,42553,5257046,381,100917
4/22/2021,France,34368,5291414,313,101230
4/23/2021,France,34034,5325448,283,101513
4/24/2021,France,32192,5357640,331,101844
4/25/2021,France,32500,5390140,187,102031
4/26/2021,France,22849,5412989,153,102184
4/27/2021,France,4914,5417903,391,102575
4/28/2021,France,29980,5447883,315,102890
12/24/2020,Germany,32195,1587115,802,28770
12/25/2020,Germany,25533,1612648,412,29182
12/26/2020,Germany,14455,1627103,240,29422
12/27/2020,Germany,13755,1640858,356,29778
12/28/2020,Germany,10976,1651834,348,30126
12/29/2020,Germany,12892,1664726,852,30978
12/30/2020,Germany,22459,1687185,1129,32107
12/31/2020,Germany,32552,1719737,964,33071
1/1/2021,Germany,22924,1742661,553,33624
1/2/2021,Germany,12690,1755351,336,33960
1/3/2021,Germany,10315,1765666,312,34272
1/4/2021,Germany,9847,1775513,302,34574
1/5/2021,Germany,11897,1787410,944,35518
1/6/2021,Germany,21237,1808647,1019,36537
1/7/2021,Germany,26391,1835038,1070,37607
1/8/2021,Germany,31849,1866887,1188,38795
1/9/2021,Germany,24694,1891581,1083,39878
1/10/2021,Germany,16946,1908527,465,40343
1/11/2021,Germany,12497,1921024,343,40686
1/12/2021,Germany,12802,1933826,891,41577
1/13/2021,Germany,19600,1953426,1060,42637
1/14/2021,Germany,25164,1978590,1244,43881
1/15/2021,Germany,22368,2000958,1113,44994
1/16/2021,Germany,18678,2019636,980,45974
1/17/2021,Germany,13882,2033518,445,46419
1/18/2021,Germany,7141,2040659,214,46633
1/19/2021,Germany,11369,2052028,989,47622
1/20/2021,Germany,15974,2068002,1148,48770
1/21/2021,Germany,20398,2088400,1013,49783
1/22/2021,Germany,17862,2106262,859,50642
1/23/2021,Germany,16417,2122679,879,51521
1/24/2021,Germany,12257,2134936,349,51870
1/25/2021,Germany,6729,2141665,217,52087
1/26/2021,Germany,6412,2148077,903,52990
1/27/2021,Germany,13202,2161279,982,53972
1/28/2021,Germany,17549,2178828,941,54913
1/29/2021,Germany,14022,2192850,839,55752
1/30/2021,Germany,12321,2205171,794,56546
1/31/2021,Germany,11192,2216363,399,56945
2/1/2021,Germany,5608,2221971,175,57120
2/2/2021,Germany,6114,2228085,861,57981
2/3/2021,Germany,9705,2237790,975,58956
2/4/2021,Germany,14211,2252001,786,59742
2/5/2021,Germany,12908,2264909,855,60597
2/6/2021,Germany,10485,2275394,689,61286
2/7/2021,Germany,8616,2284010,231,61517
2/8/2021,Germany,4535,2288545,158,61675
2/9/2021,Germany,3379,2291924,481,62156
2/10/2021,Germany,8072,2299996,813,62969
2/11/2021,Germany,10237,2310233,666,63635
2/12/2021,Germany,9860,2320093,556,64191
2/13/2021,Germany,8354,2328447,551,64742
2/14/2021,Germany,6114,2334561,218,64960
2/15/2021,Germany,4426,2338987,116,65076
2/16/2021,Germany,3856,2342843,528,65604
2/17/2021,Germany,7556,2350399,560,66164
2/18/2021,Germany,10207,2360606,534,66698
2/19/2021,Germany,9113,2369719,508,67206
2/20/2021,Germany,9164,2378883,490,67696
2/21/2021,Germany,7676,2386559,145,67841
2/22/2021,Germany,4369,2390928,62,67903
2/23/2021,Germany,3883,2394811,415,68318
2/24/2021,Germany,8007,2402818,422,68740
2/25/2021,Germany,11869,2414687,385,69125
2/26/2021,Germany,9997,2424684,394,69519
2/27/2021,Germany,9762,2434446,369,69888
2/28/2021,Germany,7890,2442336,157,70045
3/1/2021,Germany,4732,2447068,60,70105
3/2/2021,Germany,3943,2451011,358,70463
3/3/2021,Germany,9019,2460030,418,70881
3/4/2021,Germany,11912,2471942,359,71240
3/5/2021,Germany,10580,2482522,264,71504
3/6/2021,Germany,9557,2492079,300,71804
3/7/2021,Germany,8103,2500182,96,71900
3/8/2021,Germany,5011,2505193,34,71934
3/9/2021,Germany,4252,2509445,255,72189
3/10/2021,Germany,9146,2518591,300,72489
3/11/2021,Germany,14356,2532947,321,72810
3/12/2021,Germany,12834,2545781,252,73062
3/13/2021,Germany,12674,2558455,239,73301
3/14/2021,Germany,10790,2569245,70,73371
3/15/2021,Germany,6604,2575849,47,73418
3/16/2021,Germany,5480,2581329,238,73656
3/17/2021,Germany,13435,2594764,249,73905
3/18/2021,Germany,17504,2612268,227,74132
3/19/2021,Germany,17482,2629750,226,74358
3/20/2021,Germany,16033,2645783,207,74565
3/21/2021,Germany,13733,2659516,99,74664
3/22/2021,Germany,7709,2667225,50,74714
3/23/2021,Germany,7485,2674710,250,74964
3/24/2021,Germany,15813,2690523,248,75212
3/25/2021,Germany,22657,2713180,228,75440
3/26/2021,Germany,21573,2734753,183,75623
3/27/2021,Germany,20472,2755225,157,75780
3/28/2021,Germany,17176,2772401,90,75870
3/29/2021,Germany,9872,2782273,43,75913
3/30/2021,Germany,9549,2791822,180,76093
3/31/2021,Germany,17051,2808873,249,76342
4/1/2021,Germany,24300,2833173,201,76543
4/2/2021,Germany,21888,2855061,232,76775
4/3/2021,Germany,18129,2873190,120,76895
4/4/2021,Germany,12196,2885386,68,76963
4/5/2021,Germany,8497,2893883,50,77013
4/6/2021,Germany,6885,2900768,90,77103
4/7/2021,Germany,9677,2910445,298,77401
4/8/2021,Germany,20407,2930852,306,77707
4/9/2021,Germany,25464,2956316,296,78003
4/10/2021,Germany,24097,2980413,246,78249
4/11/2021,Germany,17855,2998268,104,78353
4/12/2021,Germany,13245,3011513,99,78452
4/13/2021,Germany,10810,3022323,294,78746
4/14/2021,Germany,21693,3044016,342,79088
4/15/2021,Germany,29426,3073442,293,79381
4/16/2021,Germany,25831,3099273,247,79628
4/17/2021,Germany,23804,3123077,219,79847
4/18/2021,Germany,19185,3142262,67,79914
4/19/2021,Germany,0,3142262,0,79914
4/20/2021,Germany,21046,3163308,389,80303
4/21/2021,Germany,24884,3188192,331,80634
4/22/2021,Germany,29518,3217710,259,80893
4/23/2021,Germany,27543,3245253,265,81158
4/24/2021,Germany,23392,3268645,286,81444
4/25/2021,Germany,18773,3287418,120,81564
4/26/2021,Germany,11907,3299325,60,81624
4/27/2021,Germany,10976,3310301,344,81968
4/28/2021,Germany,22231,3332532,312,82280
12/24/2020,Iceland,16,5683,0,28
12/25/2020,Iceland,0,5683,0,28
12/26/2020,Iceland,0,5683,0,28
12/27/2020,Iceland,0,5683,0,28
12/28/2020,Iceland,43,5726,0,28
12/29/2020,Iceland,10,5736,1,29
12/30/2020,Iceland,18,5754,0,29
12/31/2020,Iceland,0,5754,0,29
1/1/2021,Iceland,0,5754,0,29
1/2/2021,Iceland,0,5754,0,29
1/3/2021,Iceland,0,5754,0,29
1/4/2021,Iceland,41,5795,0,29
1/5/2021,Iceland,0,5795,0,29
1/6/2021,Iceland,16,5811,0,29
1/7/2021,Iceland,21,5832,0,29
1/8/2021,Iceland,13,5845,0,29
1/9/2021,Iceland,22,5867,0,29
1/10/2021,Iceland,13,5880,0,29
1/11/2021,Iceland,10,5890,0,29
1/12/2021,Iceland,8,5898,0,29
1/13/2021,Iceland,14,5912,0,29
1/14/2021,Iceland,23,5935,0,29
1/15/2021,Iceland,13,5948,0,29
1/16/2021,Iceland,8,5956,0,29
1/17/2021,Iceland,0,5956,0,29
1/18/2021,Iceland,0,5956,0,29
1/19/2021,Iceland,14,5970,0,29
1/20/2021,Iceland,0,5970,0,29
1/21/2021,Iceland,5,5975,0,29
1/22/2021,Iceland,6,5981,0,29
1/23/2021,Iceland,0,5981,0,29
1/24/2021,Iceland,0,5981,0,29
1/25/2021,Iceland,9,5990,0,29
1/26/2021,Iceland,0,5990,0,29
1/27/2021,Iceland,2,5992,0,29
1/28/2021,Iceland,8,6000,0,29
1/29/2021,Iceland,1,6001,0,29
1/30/2021,Iceland,1,6002,0,29
1/31/2021,Iceland,0,6002,0,29
2/1/2021,Iceland,7,6009,0,29
2/2/2021,Iceland,0,6009,0,29
2/3/2021,Iceland,2,6011,0,29
2/4/2021,Iceland,2,6013,0,29
2/5/2021,Iceland,3,6016,0,29
2/6/2021,Iceland,4,6020,0,29
2/7/2021,Iceland,0,6020,0,29
2/8/2021,Iceland,0,6020,0,29
2/9/2021,Iceland,0,6020,0,29
2/10/2021,Iceland,5,6025,0,29
2/11/2021,Iceland,1,6026,0,29
2/12/2021,Iceland,0,6026,0,29
2/13/2021,Iceland,7,6033,0,29
2/14/2021,Iceland,0,6033,0,29
2/15/2021,Iceland,0,6033,0,29
2/16/2021,Iceland,6,6039,0,29
2/17/2021,Iceland,0,6039,0,29
2/18/2021,Iceland,5,6044,0,29
2/19/2021,Iceland,0,6044,0,29
2/20/2021,Iceland,1,6045,0,29
2/21/2021,Iceland,0,6045,0,29
2/22/2021,Iceland,0,6045,0,29
2/23/2021,Iceland,4,6049,0,29
2/24/2021,Iceland,0,6049,0,29
2/25/2021,Iceland,0,6049,0,29
2/26/2021,Iceland,0,6049,0,29
2/27/2021,Iceland,0,6049,0,29
2/28/2021,Iceland,0,6049,0,29
3/1/2021,Iceland,5,6054,0,29
3/2/2021,Iceland,1,6055,0,29
3/3/2021,Iceland,0,6055,0,29
3/4/2021,Iceland,3,6058,0,29
3/5/2021,Iceland,0,6058,0,29
3/6/2021,Iceland,1,6059,0,29
3/7/2021,Iceland,0,6059,0,29
3/8/2021,Iceland,5,6064,0,29
3/9/2021,Iceland,0,6064,0,29
3/10/2021,Iceland,3,6067,0,29
3/11/2021,Iceland,2,6069,0,29
3/12/2021,Iceland,3,6072,0,29
3/13/2021,Iceland,0,6072,0,29
3/14/2021,Iceland,0,6072,0,29
3/15/2021,Iceland,11,6083,0,29
3/16/2021,Iceland,0,6083,0,29
3/17/2021,Iceland,4,6087,0,29
3/18/2021,Iceland,4,6091,0,29
3/19/2021,Iceland,0,6091,0,29
3/20/2021,Iceland,6,6097,0,29
3/21/2021,Iceland,0,6097,0,29
3/22/2021,Iceland,22,6119,0,29
3/23/2021,Iceland,0,6119,0,29
3/24/2021,Iceland,3,6122,0,29
3/25/2021,Iceland,36,6158,0,29
3/26/2021,Iceland,5,6163,0,29
3/27/2021,Iceland,0,6163,0,29
3/28/2021,Iceland,0,6163,0,29
3/29/2021,Iceland,0,6163,0,29
3/30/2021,Iceland,20,6183,0,29
3/31/2021,Iceland,11,6194,0,29
4/1/2021,Iceland,11,6205,0,29
4/2/2021,Iceland,0,6205,0,29
4/3/2021,Iceland,0,6205,0,29
4/4/2021,Iceland,20,6225,0,29
4/5/2021,Iceland,0,6225,0,29
4/6/2021,Iceland,16,6241,0,29
4/7/2021,Iceland,0,6241,0,29
4/8/2021,Iceland,10,6251,0,29
4/9/2021,Iceland,5,6256,0,29
4/10/2021,Iceland,2,6258,0,29
4/11/2021,Iceland,0,6258,0,29
4/12/2021,Iceland,0,6258,0,29
4/13/2021,Iceland,9,6267,0,29
4/14/2021,Iceland,7,6274,0,29
4/15/2021,Iceland,1,6275,0,29
4/16/2021,Iceland,4,6279,0,29
4/17/2021,Iceland,7,6286,0,29
4/18/2021,Iceland,0,6286,0,29
4/19/2021,Iceland,0,6286,0,29
4/20/2021,Iceland,43,6329,0,29
4/21/2021,Iceland,21,6350,0,29
4/22/2021,Iceland,12,6362,0,29
4/23/2021,Iceland,17,6379,0,29
4/24/2021,Iceland,11,6390,0,29
4/25/2021,Iceland,0,6390,0,29
4/26/2021,Iceland,0,6390,0,29
4/27/2021,Iceland,39,6429,0,29
4/28/2021,Iceland,18,6447,0,29
12/24/2020,Italy,13908,1991278,553,70395
12/25/2020,Italy,18039,2009317,505,70900
12/26/2020,Italy,19037,2028354,459,71359
12/27/2020,Italy,10405,2038759,261,71620
12/28/2020,Italy,8937,2047696,305,71925
12/29/2020,Italy,8581,2056277,445,72370
12/30/2020,Italy,11210,2067487,659,73029
12/31/2020,Italy,16202,2083689,575,73604
1/1/2021,Italy,23477,2107166,555,74159
1/2/2021,Italy,22210,2129376,462,74621
